legacy_fact_id,technical_topic,concise_factual_claim,classification,classification_reason,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,last_reviewed_date,human_technical_review_required,approved_for_publication
LEGACY-0089,Microfinish™ belongs within tooling lifecycle management.,Microfinish™ belongs within tooling lifecycle management.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/microfinish-surface-engineering.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0090,The best Microfinish™ recommendation is evidence-based.,The best Microfinish™ recommendation is evidence-based.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/microfinish-surface-engineering.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0091,Tablet compression tooling includes punches and dies.,Tablet compression tooling includes punches and dies.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0092,Upper and lower punches perform different roles.,Upper and lower punches perform different roles.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0093,The die controls the compression boundary.,The die controls the compression boundary.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0094,Tooling geometry affects manufacturability.,Tooling geometry affects manufacturability.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0095,Tooling material affects lifecycle performance.,Tooling material affects lifecycle performance.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0096,Tooling tolerances protect tablet consistency.,Tooling tolerances protect tablet consistency.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0097,Punch heads influence dwell and load transfer.,Punch heads influence dwell and load transfer.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0098,Punch barrels require condition control.,Punch barrels require condition control.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0099,Keys and keyways affect orientation.,Keys and keyways affect orientation.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0100,Punch tips carry critical tablet geometry.,Punch tips carry critical tablet geometry.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",services/pharmaceutical-tablet-compression-tooling.html,No source supplied in legacy card,2026-08-07,Yes,No
